"","bams","plate","code","lane","batch"
"214","/ugi/data/vincent/sequence.data/HCM/aligned//plate3/sol1c.005.lane3/sol1c.005.lane3.sorted.unique.bam","plate3","sol1c.005.lane3","lane3","plate3.lane3"
"215","/ugi/data/vincent/sequence.data/HCM/aligned//plate3/sol1c.005.lane5/sol1c.005.lane5.sorted.unique.bam","plate3","sol1c.005.lane5","lane5","plate3.lane5"
"216","/ugi/data/vincent/sequence.data/HCM/aligned//plate3/sol1c.005.lane6/sol1c.005.lane6.sorted.unique.bam","plate3","sol1c.005.lane6","lane6","plate3.lane6"
"217","/ugi/data/vincent/sequence.data/HCM/aligned//plate3/sol1c.005.lane7/sol1c.005.lane7.sorted.unique.bam","plate3","sol1c.005.lane7","lane7","plate3.lane7"
"218","/ugi/data/vincent/sequence.data/HCM/aligned//plate3/sol1c.006.lane1/sol1c.006.lane1.sorted.unique.bam","plate3","sol1c.006.lane1","lane1","plate3.lane1"
"219","/ugi/data/vincent/sequence.data/HCM/aligned//plate3/sol1c.006.lane2/sol1c.006.lane2.sorted.unique.bam","plate3","sol1c.006.lane2","lane2","plate3.lane2"
"220","/ugi/data/vincent/sequence.data/HCM/aligned//plate3/sol1c.006.lane3/sol1c.006.lane3.sorted.unique.bam","plate3","sol1c.006.lane3","lane3","plate3.lane3"
"221","/ugi/data/vincent/sequence.data/HCM/aligned//plate3/sol1c.006.lane5/sol1c.006.lane5.sorted.unique.bam","plate3","sol1c.006.lane5","lane5","plate3.lane5"
"222","/ugi/data/vincent/sequence.data/HCM/aligned//plate3/sol1c.006.lane6/sol1c.006.lane6.sorted.unique.bam","plate3","sol1c.006.lane6","lane6","plate3.lane6"
"223","/ugi/data/vincent/sequence.data/HCM/aligned//plate3/sol1c.006.lane7/sol1c.006.lane7.sorted.unique.bam","plate3","sol1c.006.lane7","lane7","plate3.lane7"
"224","/ugi/data/vincent/sequence.data/HCM/aligned//plate3/sol1c.007.lane1/sol1c.007.lane1.sorted.unique.bam","plate3","sol1c.007.lane1","lane1","plate3.lane1"
"225","/ugi/data/vincent/sequence.data/HCM/aligned//plate3/sol1c.007.lane2/sol1c.007.lane2.sorted.unique.bam","plate3","sol1c.007.lane2","lane2","plate3.lane2"
"226","/ugi/data/vincent/sequence.data/HCM/aligned//plate3/sol1c.007.lane3/sol1c.007.lane3.sorted.unique.bam","plate3","sol1c.007.lane3","lane3","plate3.lane3"
"227","/ugi/data/vincent/sequence.data/HCM/aligned//plate3/sol1c.007.lane5/sol1c.007.lane5.sorted.unique.bam","plate3","sol1c.007.lane5","lane5","plate3.lane5"
"228","/ugi/data/vincent/sequence.data/HCM/aligned//plate3/sol1c.007.lane6/sol1c.007.lane6.sorted.unique.bam","plate3","sol1c.007.lane6","lane6","plate3.lane6"
"229","/ugi/data/vincent/sequence.data/HCM/aligned//plate3/sol1c.007.lane7/sol1c.007.lane7.sorted.unique.bam","plate3","sol1c.007.lane7","lane7","plate3.lane7"
"230","/ugi/data/vincent/sequence.data/HCM/aligned//plate3/sol1c.008.lane1/sol1c.008.lane1.sorted.unique.bam","plate3","sol1c.008.lane1","lane1","plate3.lane1"
"231","/ugi/data/vincent/sequence.data/HCM/aligned//plate3/sol1c.008.lane2/sol1c.008.lane2.sorted.unique.bam","plate3","sol1c.008.lane2","lane2","plate3.lane2"
"232","/ugi/data/vincent/sequence.data/HCM/aligned//plate3/sol1c.008.lane3/sol1c.008.lane3.sorted.unique.bam","plate3","sol1c.008.lane3","lane3","plate3.lane3"
"233","/ugi/data/vincent/sequence.data/HCM/aligned//plate3/sol1c.008.lane5/sol1c.008.lane5.sorted.unique.bam","plate3","sol1c.008.lane5","lane5","plate3.lane5"
"234","/ugi/data/vincent/sequence.data/HCM/aligned//plate3/sol1c.008.lane6/sol1c.008.lane6.sorted.unique.bam","plate3","sol1c.008.lane6","lane6","plate3.lane6"
"235","/ugi/data/vincent/sequence.data/HCM/aligned//plate3/sol1c.008.lane7/sol1c.008.lane7.sorted.unique.bam","plate3","sol1c.008.lane7","lane7","plate3.lane7"
"236","/ugi/data/vincent/sequence.data/HCM/aligned//plate3/sol1c.009.lane1/sol1c.009.lane1.sorted.unique.bam","plate3","sol1c.009.lane1","lane1","plate3.lane1"
"237","/ugi/data/vincent/sequence.data/HCM/aligned//plate3/sol1c.009.lane2/sol1c.009.lane2.sorted.unique.bam","plate3","sol1c.009.lane2","lane2","plate3.lane2"
"238","/ugi/data/vincent/sequence.data/HCM/aligned//plate3/sol1c.009.lane3/sol1c.009.lane3.sorted.unique.bam","plate3","sol1c.009.lane3","lane3","plate3.lane3"
"239","/ugi/data/vincent/sequence.data/HCM/aligned//plate3/sol1c.009.lane5/sol1c.009.lane5.sorted.unique.bam","plate3","sol1c.009.lane5","lane5","plate3.lane5"
"240","/ugi/data/vincent/sequence.data/HCM/aligned//plate3/sol1c.009.lane6/sol1c.009.lane6.sorted.unique.bam","plate3","sol1c.009.lane6","lane6","plate3.lane6"
"241","/ugi/data/vincent/sequence.data/HCM/aligned//plate3/sol1c.009.lane7/sol1c.009.lane7.sorted.unique.bam","plate3","sol1c.009.lane7","lane7","plate3.lane7"
"242","/ugi/data/vincent/sequence.data/HCM/aligned//plate3/sol1c.010.lane1/sol1c.010.lane1.sorted.unique.bam","plate3","sol1c.010.lane1","lane1","plate3.lane1"
"243","/ugi/data/vincent/sequence.data/HCM/aligned//plate3/sol1c.010.lane2/sol1c.010.lane2.sorted.unique.bam","plate3","sol1c.010.lane2","lane2","plate3.lane2"
"244","/ugi/data/vincent/sequence.data/HCM/aligned//plate3/sol1c.010.lane3/sol1c.010.lane3.sorted.unique.bam","plate3","sol1c.010.lane3","lane3","plate3.lane3"
"245","/ugi/data/vincent/sequence.data/HCM/aligned//plate3/sol1c.010.lane5/sol1c.010.lane5.sorted.unique.bam","plate3","sol1c.010.lane5","lane5","plate3.lane5"
"246","/ugi/data/vincent/sequence.data/HCM/aligned//plate3/sol1c.010.lane6/sol1c.010.lane6.sorted.unique.bam","plate3","sol1c.010.lane6","lane6","plate3.lane6"
"247","/ugi/data/vincent/sequence.data/HCM/aligned//plate3/sol1c.010.lane7/sol1c.010.lane7.sorted.unique.bam","plate3","sol1c.010.lane7","lane7","plate3.lane7"
"248","/ugi/data/vincent/sequence.data/HCM/aligned//plate3/sol1c.011.lane1/sol1c.011.lane1.sorted.unique.bam","plate3","sol1c.011.lane1","lane1","plate3.lane1"
"249","/ugi/data/vincent/sequence.data/HCM/aligned//plate3/sol1c.011.lane2/sol1c.011.lane2.sorted.unique.bam","plate3","sol1c.011.lane2","lane2","plate3.lane2"
"250","/ugi/data/vincent/sequence.data/HCM/aligned//plate3/sol1c.011.lane3/sol1c.011.lane3.sorted.unique.bam","plate3","sol1c.011.lane3","lane3","plate3.lane3"
"251","/ugi/data/vincent/sequence.data/HCM/aligned//plate3/sol1c.011.lane5/sol1c.011.lane5.sorted.unique.bam","plate3","sol1c.011.lane5","lane5","plate3.lane5"
"252","/ugi/data/vincent/sequence.data/HCM/aligned//plate3/sol1c.011.lane6/sol1c.011.lane6.sorted.unique.bam","plate3","sol1c.011.lane6","lane6","plate3.lane6"
"253","/ugi/data/vincent/sequence.data/HCM/aligned//plate3/sol1c.011.lane7/sol1c.011.lane7.sorted.unique.bam","plate3","sol1c.011.lane7","lane7","plate3.lane7"
"254","/ugi/data/vincent/sequence.data/HCM/aligned//plate3/sol1c.012.lane1/sol1c.012.lane1.sorted.unique.bam","plate3","sol1c.012.lane1","lane1","plate3.lane1"
"255","/ugi/data/vincent/sequence.data/HCM/aligned//plate3/sol1c.012.lane2/sol1c.012.lane2.sorted.unique.bam","plate3","sol1c.012.lane2","lane2","plate3.lane2"
"256","/ugi/data/vincent/sequence.data/HCM/aligned//plate3/sol1c.012.lane3/sol1c.012.lane3.sorted.unique.bam","plate3","sol1c.012.lane3","lane3","plate3.lane3"
"257","/ugi/data/vincent/sequence.data/HCM/aligned//plate3/sol1c.012.lane5/sol1c.012.lane5.sorted.unique.bam","plate3","sol1c.012.lane5","lane5","plate3.lane5"
"258","/ugi/data/vincent/sequence.data/HCM/aligned//plate3/sol1c.012.lane6/sol1c.012.lane6.sorted.unique.bam","plate3","sol1c.012.lane6","lane6","plate3.lane6"
"259","/ugi/data/vincent/sequence.data/HCM/aligned//plate3/sol1c.012.lane7/sol1c.012.lane7.sorted.unique.bam","plate3","sol1c.012.lane7","lane7","plate3.lane7"
